timestamp_ms,id,dlc,data
32152,5EE,1,20
32163,130,6,0F 12 06 00 1D E4
32176,130,6,0F 03 06 00 1D E4
32188,0,8,41 F4 28 00 BF FF 07 FF
32201,4BA,8,00 CA 00 BE 06 C1 00 C1
32214,1C7,6,03 E3 84 34 3B E3
32227,25E,8,88 80 00 C6 C2 77 FF 0C
32239,0,8,41 F4 28 00 BF FF 07 FF
32251,5EE,1,20
32263,130,6,0F FC 06 00 1D E4
32276,4BA,8,00 CA 00 BE 06 C1 00 C1
32288,0,8,41 F4 28 00 BF FF 07 FF
32302,1C7,6,03 E3 84 34 3B E3
32314,5EB,8,00 30 00 5F FE 00 00 A6
32327,25E,8,88 80 00 C6 C2 77 FF 0C
32351,5ED,7,02 EF 7A 6E 40 C8 C8
32363,5F8,2,00 10
32374,130,6,0F 47 06 00 1D E4
32387,5EA,8,00 24 34 00 E4 34 FC 34
32400,5ED,7,02 EF 7A 6E 40 C8 C8
32412,5EE,1,20
32423,5F8,2,00 10
32435,130,6,0F ED 06 00 1D E4
32447,5EF,5,40 00 20 00 07
32459,5ED,7,02 EF 7A 6E 40 C8 C8
32472,5EE,1,20
32483,5F8,2,00 10
32494,130,6,0F 03 06 00 1D E4
32506,5EF,5,40 00 20 00 07
32519,5ED,7,02 EF 7A 6E 40 C8 C8
32531,5EE,1,20
32542,5F8,2,00 10
32553,130,6,0F A9 06 00 1D E4
32567,25E,8,88 80 00 C6 C2 77 FF 0C
32582,5ED,7,02 EF 7A 6E 40 C8 C8
32595,5EB,8,00 30 00 5F FE 00 00 A6
32608,5F1,7,10 4F 00 0B FF C0 00
32621,4BA,8,00 CA 00 BE 06 C1 00 C1
32634,5EB,8,00 30 00 5F FE 00 00 A6
32648,25E,8,88 80 00 C6 C2 77 FF 0C
32660,5ED,7,02 EF 7A 6E 40 C8 C8
32672,5EE,1,20
32685,130,6,0F 56 06 00 1D E4
32697,0,8,41 F4 28 00 BF FF 07 FF
32710,551,8,80 00 80 00 80 00 80 00
32722,5F8,2,00 10
32735,130,6,0F 8B 06 00 1D E4
32747,5EF,5,40 00 20 00 07
32759,5ED,7,02 EF 7A 6E 40 C8 C8
32772,5EE,1,20
32794,130,6,0F 30 06 00 1D E4
32806,25E,8,88 80 00 C6 C2 77 FF 0C
32820,5ED,7,02 EF 7A 6E 40 C8 C8
32832,5EE,1,20
32843,130,6,0F 56 06 00 1D E4
32857,25E,8,88 80 00 C6 C2 77 FF 0C
32870,2F5,7,00 00 70 14 00 00 FE
32882,130,6,0F 9A 06 00 1D E4
32894,130,6,0F 8B 06 00 1D E4
32908,5F1,7,10 4F 00 0B FF C0 00
32920,5ED,7,02 EF 7A 6E 40 C8 C8
32932,5EE,1,20
32945,130,6,0F 30 06 00 1D E4
32957,1C7,6,03 E3 84 34 3B E3
32969,551,8,80 00 80 00 80 00 80 00
32983,1C7,6,03 E3 84 34 3B E3
32995,4BA,8,00 CA 00 BE 06 C1 00 C1
33011,0,8,41 F4 28 00 BF FF 07 FF
33024,5F8,2,00 10
33036,1C7,6,03 E3 84 34 3B E3
33048,0,8,41 F4 28 00 BF FF 07 FF
33061,1C7,6,03 E3 84 34 3B E3
33074,5EE,1,20
33085,1C7,6,03 E3 84 34 3B E3
33097,0,8,41 F4 28 00 BF FF 07 FF
33111,1C7,6,03 E3 84 34 3B E3
33123,130,6,0F 12 06 00 1D E4
33135,130,6,0F 03 06 00 1D E4
33148,0,8,41 F4 28 00 BF FF 07 FF
33161,4BA,8,00 CA 00 BE 06 C1 00 C1
33174,5EE,1,20
33185,5EF,5,40 00 20 00 07
33198,1C7,6,03 E3 84 34 3B E3
33210,5EE,1,20
33221,130,6,0F FC 06 00 1D E4
33245,5EB,8,00 30 00 5F FE 00 00 A6
33258,0,8,41 F4 28 00 BF FF 07 FF
33270,5EE,1,20
33282,1C7,6,03 E3 84 34 3B E3
33295,5EB,8,00 30 00 5F FE 00 00 A6
33308,0,8,41 F4 28 00 BF FF 07 FF
33320,5F8,2,00 10
33332,1C7,6,03 E3 84 34 3B E3
33345,130,6,0F B8 06 00 1D E4
33357,1C7,6,03 E3 84 34 3B E3
33371,5F5,8,3E 41 3F 9C 01 66 03 80
33383,5F8,2,00 10
33394,130,6,0F ED 06 00 1D E4
33408,0,8,41 F4 28 00 BF FF 07 FF
33422,5ED,7,02 EF 7A 6E 40 C8 C8
33434,5EE,1,20
33445,5EA,8,00 24 34 00 E4 34 FC 34
33462,0,8,41 F4 28 00 BF FF 07 FF
33475,5EB,8,00 30 00 5F FE 00 00 A6
33488,0,8,41 F4 28 00 BF FF 07 FF
33501,1C7,6,03 E3 84 34 3B E3
33513,5EE,1,20
33524,1C7,6,03 E3 84 34 3B E3
33538,0,8,41 F4 28 00 BF FF 07 FF
33550,1C7,6,03 E3 84 34 3B E3
33562,5F8,2,00 10
33574,130,6,0F CF 06 00 1D E4
33587,5EF,5,40 00 20 00 07
33599,5ED,7,02 EF 7A 6E 40 C8 C8
33612,1C7,6,03 E3 84 34 3B E3
33625,130,6,0F 74 06 00 1D E4
33637,1C7,6,03 E3 84 34 3B E3
33650,5F5,8,3E 41 3F 9C 01 66 03 80
33674,25E,8,88 80 00 C6 C2 77 FF 0C
33687,130,6,0F 9A 06 00 1D E4
33699,5ED,7,02 EF 7A 6E 40 C8 C8
33713,5EB,8,00 30 00 5F FE 00 00 A6
33725,1C7,6,03 E3 84 34 3B E3
33738,0,8,41 F4 28 00 BF FF 07 FF
33751,99,1,00
33762,1C7,6,03 E3 84 34 3B E3
33775,4BA,8,00 CA 00 BE 06 C1 00 C1
33787,0,8,41 F4 28 00 BF FF 07 FF
33800,5F8,2,00 10
33812,1C7,6,03 E3 84 34 3B E3
33825,25E,8,88 80 00 C6 C2 77 FF 0C
33838,1C7,6,03 E3 84 34 3B E3
33851,5F3,6,40 C2 1C 04 40 C8
33863,25E,8,88 80 00 C6 C2 77 FF 0C
33879,130,6,0F ED 06 00 1D E4
33892,1C7,6,03 E3 84 34 3B E3
33904,25E,8,88 80 00 C6 C2 77 FF 0C
33917,25E,8,88 80 00 C6 C2 77 FF 0C
33930,5EC,8,00 00 03 CB EC 03 2E 11
33943,25E,8,88 80 00 C6 C2 77 FF 0C
33955,130,6,0F 65 06 00 1D E4
33969,2F5,7,00 00 70 14 00 00 FE
33981,1C7,6,03 E3 84 34 3B E3
33993,5EB,8,00 30 00 5F FE 00 00 A6
34007,5EA,8,00 24 34 00 E4 34 FC 34
34019,5ED,7,02 EF 7A 6E 40 C8 C8
34032,5EB,8,00 30 00 5F FE 00 00 A6
34044,1C7,6,03 E3 84 34 3B E3
34058,0,8,41 F4 28 00 BF FF 07 FF
34081,5EB,8,00 30 00 5F FE 00 00 A6
34094,1C7,6,03 E3 84 34 3B E3
34106,130,6,0F 74 06 00 1D E4
34118,5ED,7,02 EF 7A 6E 40 C8 C8
34131,1C7,6,03 E3 84 34 3B E3
34144,25E,8,88 80 00 C6 C2 77 FF 0C
34157,130,6,0F A9 06 00 1D E4
34169,5EC,8,00 00 03 CB EC 03 2F 11
34183,25E,8,88 80 00 C6 C2 77 FF 0C
34195,4BA,8,00 CA 00 BE 06 C1 00 C1
34208,0,8,41 F4 28 00 BF FF 07 FF
34221,1C7,6,03 E3 84 34 3B E3
34233,5EB,8,00 30 00 5F FE 00 00 A6
34246,5EA,8,00 24 34 00 E4 34 FC 34
34259,5ED,7,02 EF 7A 6E 40 C8 C8
34275,5EB,8,00 30 00 5F FE 00 00 A6
34288,0,8,41 F4 28 00 BF FF 07 FF
34300,99,1,00
34312,5EB,8,00 30 00 5F FE 00 00 A6
34325,1C7,6,03 E3 84 34 3B E3
34337,5F6,6,5F 88 65 FB FF A0
34351,5EB,8,00 30 00 5F FE 00 00 A6
34363,1C7,6,03 E3 84 34 3B E3
34376,130,6,0F CF 06 00 1D E4
34388,551,8,80 00 80 00 80 00 80 00
34401,5F8,2,00 10
34413,5EB,8,00 30 00 5F FE 00 00 A6
34426,5EA,8,00 24 34 00 E4 34 FC 34
34440,5ED,7,02 EF 7A 6E 40 C8 C8
34452,1C7,6,03 E3 84 34 3B E3
34465,5EA,8,00 24 34 00 E4 34 FC 34
34489,0,8,41 F4 28 00 BF FF 07 FF
34501,1C7,6,03 E3 84 34 3B E3
34513,5EE,1,20
34526,5F1,7,10 4F 00 0B FF C0 00
34538,5ED,7,02 EF 7A 6E 40 C8 C8
34551,5F6,6,5F 88 65 FB FF A0
34564,1C7,6,03 E3 84 34 3B E3
34577,0,8,41 F4 28 00 BF FF 07 FF
34589,5EC,8,00 00 03 CB EC 03 2E 11
34603,1C7,6,03 E3 84 34 3B E3
34615,5EE,1,20
34626,0,8,41 F4 28 00 BF FF 07 FF
34639,5ED,7,02 EF 7A 6E 40 C8 C8
34653,1C7,6,03 E3 84 34 3B E3
34665,5EA,8,00 24 34 00 E4 34 FC 34
34678,0,8,41 F4 28 00 BF FF 07 FF
34694,1C7,6,03 E3 84 34 3B E3
34706,4BA,8,00 CA 00 BE 06 C1 00 C1
34719,5ED,7,02 EF 7A 6E 40 C8 C8
34733,1C7,6,03 E3 84 34 3B E3
34745,5EA,8,00 24 34 00 E4 34 FC 34
34758,0,8,41 F4 28 00 BF FF 07 FF
34771,1C7,6,03 E3 84 34 3B E3
34784,5EA,8,00 24 34 00 E4 34 FC 34
34797,5F1,7,10 4F 00 0B FF C0 00
34809,4BA,8,00 CA 00 BE 06 C1 00 C1
34823,5EA,8,00 24 34 00 E4 34 FC 34
34836,25E,8,88 80 00 C6 C2 77 FF 0C
34849,551,8,80 00 80 00 80 00 80 00
34863,5EA,8,00 24 34 00 E4 34 FC 34
34876,25E,8,88 80 00 C6 C2 77 FF 0C
34899,2F5,7,00 00 70 14 00 00 FE
34912,5F6,6,5F 88 65 FB FF A0
34925,1C7,6,03 E3 84 34 3B E3
34937,0,8,41 F4 28 00 BF FF 07 FF
34951,5EB,8,00 30 00 5F FE 00 00 A6
34965,1C7,6,03 E3 84 34 3B E3
34978,5F4,8,0E 01 02 0A 01 01 01 01
34991,5EB,8,00 30 00 5F FE 00 00 A6
35004,1C7,6,03 E3 84 34 3B E3
35017,0,8,41 F4 28 00 BF FF 07 FF
35030,5EB,8,00 30 00 5F FE 00 00 A6
35043,1C7,6,03 E3 84 34 3B E3
35056,25E,8,88 80 00 C6 C2 77 FF 0C
35068,423,8,0C C0 FF 04 65 C8 21 C8
35082,1C7,6,03 E3 84 34 3B E3
35092,4BA,8,00 CA 00 BE 06 C1 00 C1
35105,5EA,8,00 24 34 00 E4 34 FC 34
35119,5ED,7,02 EF 7A 6E 40 C8 C8
35131,1C7,6,03 E3 84 34 3B E3
35144,5EA,8,00 24 34 00 E4 34 FC 34
35158,1C7,6,03 E3 84 34 3B E3
35170,5F3,6,40 C2 1C 04 40 C8
35183,5EA,8,00 24 34 00 E4 34 FC 34
35195,25E,8,88 80 00 C6 C2 77 FF 0C
35209,423,8,0C C0 FF 04 65 C8 21 C8
35222,5EA,8,00 24 34 00 E4 34 FC 34
35235,25E,8,88 80 00 C6 C2 77 FF 0C
35249,0,8,41 F4 28 00 BF FF 07 FF
35261,1C7,6,03 E3 84 34 3B E3
35284,4BA,8,00 CA 00 BE 06 C1 00 C1
35298,0,8,41 F4 28 00 BF FF 07 FF
35310,5EB,8,00 30 00 5F FE 00 00 A6
35323,1C7,6,03 E3 84 34 3B E3
35336,130,6,0F CF 06 00 1D E4
35349,5EC,8,00 00 03 CB EC 03 2E 11
35362,1C7,6,03 E3 84 34 3B E3
35375,25E,8,88 80 00 C6 C2 77 FF 0C
35388,0,8,41 F4 28 00 BF FF 07 FF
35400,99,1,00
35411,5EB,8,00 30 00 5F FE 00 00 A6
35425,5EA,8,00 24 34 00 E4 34 FC 34
35438,0,8,41 F4 28 00 BF FF 07 FF
35451,1C7,6,03 E3 84 34 3B E3
35464,5EA,8,00 24 34 00 E4 34 FC 34
35477,1C7,6,03 E3 84 34 3B E3
35492,1C7,6,03 E3 84 34 3B E3
35505,5EA,8,00 24 34 00 E4 34 FC 34
35518,0,8,41 F4 28 00 BF FF 07 FF
35530,1C7,6,03 E3 84 34 3B E3
35543,5EA,8,00 24 34 00 E4 34 FC 34
35556,25E,8,88 80 00 C6 C2 77 FF 0C
35569,5EC,8,00 00 03 CB EC 03 2E 11
35582,5EA,8,00 24 34 00 E4 34 FC 34
35595,25E,8,88 80 00 C6 C2 77 FF 0C
35608,0,8,41 F4 28 00 BF FF 07 FF
35620,1C7,6,03 E3 84 34 3B E3
35633,5EB,8,00 30 00 5F FE 00 00 A6
35646,130,6,0F DE 06 00 1D E4
35658,5F8,2,00 10
35670,5EB,8,00 30 00 5F FE 00 00 A6
35693,1C7,6,03 E3 84 34 3B E3
35705,5F6,6,5F 88 65 FB FF A0
35718,5F8,2,00 10
35729,99,1,00
35740,5EA,8,00 24 34 00 E4 34 FC 34
35753,5EB,8,00 30 00 5F FE 00 00 A6
35766,130,6,0F 9A 06 00 1D E4
35779,5ED,7,02 EF 7A 6E 40 C8 C8
35791,5EB,8,00 30 00 5F FE 00 00 A6
35805,1C7,6,03 E3 84 34 3B E3
35816,5EE,1,20
35828,4BA,8,00 CA 00 BE 06 C1 00 C1
35841,99,1,00
35852,5EB,8,00 30 00 5F FE 00 00 A6
35865,5EA,8,00 24 34 00 E4 34 FC 34
35877,5EE,1,20
35889,1C7,6,03 E3 84 34 3B E3
35904,5EA,8,00 24 34 00 E4 34 FC 34
35917,1C7,6,03 E3 84 34 3B E3
35930,1C7,6,03 E3 84 34 3B E3
35943,5EA,8,00 24 34 00 E4 34 FC 34
35955,25E,8,88 80 00 C6 C2 77 FF 0C
35969,5EC,8,00 00 03 CB EC 03 2E 11
35982,5EA,8,00 24 34 00 E4 34 FC 34
35995,25E,8,88 80 00 C6 C2 77 FF 0C
36007,2F5,7,00 00 70 14 00 00 FE
36021,5EA,8,00 24 34 00 E4 34 FC 34
36034,5EB,8,00 30 00 5F FE 00 00 A6
36047,0,8,41 F4 28 00 BF FF 07 FF
36060,1C7,6,03 E3 84 34 3B E3
36073,5EB,8,00 30 00 5F FE 00 00 A6
36086,25E,8,88 80 00 C6 C2 77 FF 0C
36110,5ED,7,02 EF 7A 6E 40 C8 C8
36122,1C7,6,03 E3 84 34 3B E3
36135,25E,8,88 80 00 C6 C2 77 FF 0C
36149,423,8,0C C0 FF 04 65 C8 21 C8
36161,1C7,6,03 E3 84 34 3B E3
36174,4BA,8,00 CA 00 BE 06 C1 00 C1
36188,0,8,41 F4 28 00 BF FF 07 FF
36200,1C7,6,03 E3 84 34 3B E3
36213,5EB,8,00 30 00 5F FE 00 00 A6
36226,25E,8,88 80 00 C6 C2 77 FF 0C
36239,5ED,7,02 EF 7A 6E 40 C8 C8
36252,1C7,6,03 E3 84 34 3B E3
36264,5EA,8,00 24 34 00 E4 34 FC 34
36277,5EE,1,20
36289,1C7,6,03 E3 84 34 3B E3
36304,5EA,8,00 24 34 00 E4 34 FC 34
36318,5F9,8,00 00 80 00 99 C8 72 75
36330,1C7,6,03 E3 84 34 3B E3
36343,5EA,8,00 24 34 00 E4 34 FC 34
36357,130,6,0F 65 06 00 1D E4
36369,4BA,8,00 CA 00 BE 06 C1 00 C1
36382,5EA,8,00 24 34 00 E4 34 FC 34
36396,25E,8,88 80 00 C6 C2 77 FF 0C
36409,423,8,0C C0 FF 04 65 C8 21 C8
36421,5EA,8,00 24 34 00 E4 34 FC 34
36434,25E,8,88 80 00 C6 C2 77 FF 0C
36448,2F5,7,00 00 70 14 00 00 FE
36461,5F9,8,00 00 80 00 99 C8 72 75
36473,5EB,8,00 30 00 5F FE 00 00 A6
36498,0,8,41 F4 28 00 BF FF 07 FF
36512,5EB,8,00 30 00 5F FE 00 00 A6
36525,5EF,5,40 00 20 00 07
36537,5EE,1,20
36549,5EB,8,00 30 00 5F FE 00 00 A6
36561,1C7,6,03 E3 84 34 3B E3
36575,25E,8,88 80 00 C6 C2 77 FF 0C
36587,0,8,41 F4 28 00 BF FF 07 FF
36600,1C7,6,03 E3 84 34 3B E3
36613,5EB,8,00 30 00 5F FE 00 00 A6
36626,130,6,0F 30 06 00 1D E4
36639,4BA,8,00 CA 00 BE 06 C1 00 C1
36652,1C7,6,03 E3 84 34 3B E3
36664,5EF,5,40 00 20 00 07
36677,0,8,41 F4 28 00 BF FF 07 FF
36689,1C7,6,03 E3 84 34 3B E3
36705,5EA,8,00 24 34 00 E4 34 FC 34
36718,5EE,1,20
36729,1C7,6,03 E3 84 34 3B E3
36743,5EA,8,00 24 34 00 E4 34 FC 34
36756,25E,8,88 80 00 C6 C2 77 FF 0C
36768,5EC,8,00 00 03 CB EC 03 2F 11
36782,5EA,8,00 24 34 00 E4 34 FC 34
36795,25E,8,88 80 00 C6 C2 77 FF 0C
36808,2F5,7,00 00 70 14 00 00 FE
36820,5F9,8,00 00 80 00 99 C8 72 75
36834,5EB,8,00 30 00 5F FE 00 00 A6
36847,0,8,41 F4 28 00 BF FF 07 FF
36859,1C7,6,03 E3 84 34 3B E3
36873,5EB,8,00 30 00 5F FE 00 00 A6
36886,25E,8,88 80 00 C6 C2 77 FF 0C
36909,5EE,1,20
36921,1C7,6,03 E3 84 34 3B E3
36933,5EB,8,00 30 00 5F FE 00 00 A6
36946,130,6,0F 30 06 00 1D E4
36959,1C7,6,03 E3 84 34 3B E3
36971,1C7,6,03 E3 84 34 3B E3
36984,5EA,8,00 24 34 00 E4 34 FC 34
36998,0,8,41 F4 28 00 BF FF 07 FF
37010,1C7,6,03 E3 84 34 3B E3
37023,5EA,8,00 24 34 00 E4 34 FC 34
37037,1C7,6,03 E3 84 34 3B E3
37048,99,1,00
37060,5EA,8,00 24 34 00 E4 34 FC 34
37073,5EB,8,00 30 00 5F FE 00 00 A6
37086,130,6,0F DE 06 00 1D E4
37099,5ED,7,02 EF 7A 6E 40 C8 C8
37114,5EB,8,00 30 00 5F FE 00 00 A6
37127,0,8,41 F4 28 00 BF FF 07 FF
37140,1C7,6,03 E3 84 34 3B E3
37152,5EB,8,00 30 00 5F FE 00 00 A6
37166,25E,8,88 80 00 C6 C2 77 FF 0C
37178,4BA,8,00 CA 00 BE 06 C1 00 C1
37191,5EB,8,00 30 00 5F FE 00 00 A6
37204,5EA,8,00 24 34 00 E4 34 FC 34
37217,0,8,41 F4 28 00 BF FF 07 FF
37230,5EB,8,00 30 00 5F FE 00 00 A6
37243,1C7,6,03 E3 84 34 3B E3
37256,130,6,0F CF 06 00 1D E4
37268,5EC,8,00 00 03 CB EC 03 2E 11
37280,1C7,6,03 E3 84 34 3B E3
37293,5F7,3,00 00 00
37315,130,6,0F 74 06 00 1D E4
37327,5EC,8,00 00 03 CB EC 83 2E 11
37341,5EA,8,00 24 34 00 E4 34 FC 34
37353,5F7,3,00 00 00
37365,0,8,41 F4 28 00 BF FF 07 FF
37378,5ED,7,02 EF 7A 6E 40 C8 C8
37391,5EB,8,00 30 00 5F FE 00 00 A6
37403,1C7,6,03 E3 84 34 3B E3
37416,0,8,41 F4 28 00 BF FF 07 FF
37429,5F6,6,5F 88 65 FB FF A0
37441,1C7,6,03 E3 84 34 3B E3
37454,25E,8,88 80 00 C6 C2 77 FF 0C
37467,0,8,41 F4 28 00 BF FF 07 FF
37480,1C7,6,03 E3 84 34 3B E3
37492,5EB,8,00 30 00 5F FE 00 00 A6
37506,25E,8,88 80 00 C6 C2 77 FF 0C
37521,5ED,7,02 EF 7A 6E 40 C8 C8
37534,25E,8,88 80 00 C6 C2 77 FF 0C
37548,0,8,41 F4 28 00 BF FF 07 FF
37560,1C7,6,03 E3 84 34 3B E3
37572,5EB,8,00 30 00 5F FE 00 00 A6
37585,25E,8,88 80 00 C6 C2 77 FF 0C
37599,4BA,8,00 CA 00 BE 06 C1 00 C1
37612,1C7,6,03 E3 84 34 3B E3
37624,25E,8,88 80 00 C6 C2 77 FF 0C
37638,5ED,7,02 EF 7A 6E 40 C8 C8
37651,1C7,6,03 E3 84 34 3B E3
37663,5EA,8,00 24 34 00 E4 34 FC 34
37677,130,6,0F A9 06 00 1D E4
37689,1C7,6,03 E3 84 34 3B E3
37701,5EA,8,00 24 34 00 E4 34 FC 34
37726,25E,8,88 80 00 C6 C2 77 FF 0C
37739,5ED,7,02 EF 7A 6E 40 C8 C8
37751,5EB,8,00 30 00 5F FE 00 00 A6
37765,4BA,8,00 CA 00 BE 06 C1 00 C1
37778,4BA,8,00 CA 00 BE 06 C1 00 C1
37790,5F6,6,5F 88 65 FB FF A0
37804,1C7,6,03 E3 84 34 3B E3
37816,130,6,0F 47 06 00 1D E4
37829,5F9,8,00 00 80 00 99 C8 72 75
37841,1C7,6,03 E3 84 34 3B E3
37855,25E,8,88 80 00 C6 C2 77 FF 0C
37868,423,8,0C C0 FF 04 65 C8 21 C8
37880,1C7,6,03 E3 84 34 3B E3
37894,25E,8,88 80 00 C6 C2 77 FF 0C
37909,130,6,0F 30 06 00 1D E4
37921,1C7,6,03 E3 84 34 3B E3
37935,25E,8,88 80 00 C6 C2 77 FF 0C
37948,423,8,0C C0 FF 04 65 C8 21 C8
37960,1C7,6,03 E3 84 34 3B E3
37974,25E,8,88 80 00 C6 C2 77 FF 0C
37986,130,6,0F B8 06 00 1D E4
37998,5EE,1,20
38010,5EB,8,00 30 00 5F FE 00 00 A6
38024,5EA,8,00 24 34 00 E4 34 FC 34
38036,130,6,0F ED 06 00 1D E4
38049,1C7,6,03 E3 84 34 3B E3
38062,5EA,8,00 24 34 00 E4 34 FC 34
38077,25E,8,88 80 00 C6 C2 77 FF 0C
38089,1C7,6,03 E3 84 34 3B E3
38103,5EA,8,00 24 34 00 E4 34 FC 34
38126,25E,8,88 80 00 C6 C2 77 FF 0C
38139,1C7,6,03 E3 84 34 3B E3
38152,5EB,8,00 30 00 5F FE 00 00 A6
38165,25E,8,88 80 00 C6 C2 77 FF 0C
38178,5ED,7,02 EF 7A 6E 40 C8 C8
38191,5EB,8,00 30 00 5F FE 00 00 A6
38204,5EF,5,40 00 20 00 07
38216,5ED,7,02 EF 7A 6E 40 C8 C8
38230,5EB,8,00 30 00 5F FE 00 00 A6
38242,1C7,6,03 E3 84 34 3B E3
38255,130,6,0F 03 06 00 1D E4
38267,5EC,8,00 00 03 CB EC 03 2E 11
38280,5EE,1,20
38291,5F8,2,00 10
38303,25E,8,88 80 00 C6 C2 77 FF 0C
38317,130,6,0F A9 06 00 1D E4
38332,1C7,6,03 E3 84 34 3B E3
38344,25E,8,88 80 00 C6 C2 77 FF 0C
38358,5ED,7,02 EF 7A 6E 40 C8 C8
38370,1C7,6,03 E3 84 34 3B E3
38383,5EA,8,00 24 34 00 E4 34 FC 34
38395,130,6,0F 21 06 00 1D E4
38409,1C7,6,03 E3 84 34 3B E3
38421,5EA,8,00 24 34 00 E4 34 FC 34
38434,25E,8,88 80 00 C6 C2 77 FF 0C
38448,551,8,80 00 80 00 80 00 80 00
38460,5EE,1,20
38471,5F8,2,00 10
38483,25E,8,88 80 00 C6 C2 77 FF 0C
38496,130,6,0F 8B 06 00 1D E4
38509,5F6,6,5F 88 65 FB FF A0
38521,1C7,6,03 E3 84 34 3B E3
38545,25E,8,88 80 00 C6 C2 77 FF 0C
38558,4BA,8,00 CA 00 BE 06 C1 00 C1
38572,1C7,6,03 E3 84 34 3B E3
38584,25E,8,88 80 00 C6 C2 77 FF 0C
38597,5ED,7,02 EF 7A 6E 40 C8 C8
38609,1C7,6,03 E3 84 34 3B E3
38623,5EA,8,00 24 34 00 E4 34 FC 34
38636,130,6,0F A9 06 00 1D E4
38648,1C7,6,03 E3 84 34 3B E3
38661,5EA,8,00 24 34 00 E4 34 FC 34
38674,25E,8,88 80 00 C6 C2 77 FF 0C
38687,423,8,0C C0 FF 04 65 C8 21 C8
38700,5EE,1,20
38711,5F8,2,00 10
38723,25E,8,88 80 00 C6 C2 77 FF 0C
38736,130,6,0F 03 06 00 1D E4
38752,5EB,8,00 30 00 5F FE 00 00 A6
38764,25E,8,88 80 00 C6 C2 77 FF 0C
38777,5ED,7,02 EF 7A 6E 40 C8 C8
38790,5EB,8,00 30 00 5F FE 00 00 A6
38803,1C7,6,03 E3 84 34 3B E3
38815,130,6,0F 8B 06 00 1D E4
38828,5F3,6,40 C2 1C 04 40 C8
38840,5EE,1,20
38851,25E,8,88 80 00 C6 C2 77 FF 0C
38864,25E,8,88 80 00 C6 C2 77 FF 0C
38878,5ED,7,02 EF 7A 6E 40 C8 C8
38890,1C7,6,03 E3 84 34 3B E3
38902,5EA,8,00 24 34 00 E4 34 FC 34
38916,130,6,0F 65 06 00 1D E4
38928,1C7,6,03 E3 84 34 3B E3
38950,5EE,1,20
38962,4BA,8,00 CA 00 BE 06 C1 00 C1
38975,130,6,0F 8B 06 00 1D E4
38987,5EC,8,00 00 03 CB EC 03 2E 11
39000,5EE,1,20
39012,25E,8,88 80 00 C6 C2 77 FF 0C
39024,25E,8,88 80 00 C6 C2 77 FF 0C
39037,4BA,8,00 CA 00 BE 06 C1 00 C1
39050,1C7,6,03 E3 84 34 3B E3
39063,5EA,8,00 24 34 00 E4 34 FC 34
39075,130,6,0F 65 06 00 1D E4
39088,1C7,6,03 E3 84 34 3B E3
39100,5EE,1,20
39112,25E,8,88 80 00 C6 C2 77 FF 0C
39124,25E,8,88 80 00 C6 C2 77 FF 0C
39138,5ED,7,02 EF 7A 6E 40 C8 C8
39150,5EB,8,00 30 00 5F FE 00 00 A6
39166,25E,8,88 80 00 C6 C2 77 FF 0C
39179,5EE,1,20
39190,5EB,8,00 30 00 5F FE 00 00 A6
39203,4BA,8,00 CA 00 BE 06 C1 00 C1
39217,4BA,8,00 CA 00 BE 06 C1 00 C1
39230,5F6,6,5F 88 65 FB FF 80
39242,5EA,8,00 03 FF 00 24 34 FB FF
39256,5ED,7,02 EF 7A 6E 40 C8 C8
39269,5EB,8,00 30 00 5F FE 00 00 A6
39281,1C7,6,03 E6 84 34 3B E6
39294,25E,8,88 80 00 C6 C2 77 FF 0C
39308,5EC,8,00 00 03 CB EC 02 00 11
39320,1C7,6,03 E6 84 34 3B E6
39333,25E,8,88 80 00 C6 C2 77 FF 0C
39346,1C7,6,03 E6 84 34 3B E6
39364,1C7,6,03 E6 84 34 3B E6
39377,5ED,7,02 EF 7A 6E 40 C8 C8
39390,5EB,8,00 30 00 5F FE 00 00 A6
39403,5EF,5,40 00 20 00 07
39415,5ED,7,02 EF 7A 6E 40 C8 C8
39428,5EE,1,B4
39440,1C7,6,03 E6 84 34 3B E6
39452,5EB,8,00 30 00 5F FE 00 00 A6
39465,1C7,6,03 E6 84 34 3B E6
39478,5ED,7,02 EF 7A 6E 40 C8 C8
39491,5EB,8,00 30 00 5F FE 00 00 A6
39504,25E,8,88 80 00 C6 C2 77 FF 0C
39518,4BA,8,00 CA 00 BE 06 C1 00 C1
39530,1C7,6,03 E6 84 34 3B E6
39542,5EF,5,40 00 20 00 07
39558,5ED,7,02 EF 7A 6E 40 C8 C8
39571,5EB,8,00 30 00 5F FE 00 00 A6
39584,25E,8,88 80 00 C6 C2 77 FF 0C
39597,5ED,7,02 EF 7A 6E 40 C8 C8
39612,1C7,6,03 E6 84 34 3B E6
39624,25E,8,88 80 00 C6 C2 77 FF 0C
39638,4BA,8,00 CA 00 BE 06 C1 00 C1
39650,1C7,6,03 E6 84 34 3B E6
39663,5F6,6,5F 88 65 FB FF 80
39675,5ED,7,02 EF 7A 6E 40 C8 C8
39689,1C7,6,03 E6 84 34 3B E6
39701,5EA,8,00 03 FF 00 24 34 FB FF
39714,1C7,6,03 E6 84 34 3B E6
39727,5F4,8,05 44 0A AA 00 02 4A 2C
39739,5EE,1,B4
39751,25E,8,88 80 00 C6 C2 77 FF 0C
